Issuer_Name,Issuer_Location,Issuer_Sector,Interest_Rate,Credit_Rating,Credit_Rating_Numeric,ESG_Score,Market_Demand,Inflation_Rate,Government_Support,Project_Risk,Risk_Involved,Liquidity,Currency_Risk,Issuer_Reputation,Bond_Price
E.SUN COMMERCIAL BANK LTD,Taiwan,Financials - Banking,3.678090022,BB,5,83.6230249,100.5520792,0.749772974,2.576956482,2.147351251,Low Risk,2.725476479,1.29444371,54.20550497,99.18526086
EAGLESTONE GROUP S.A.R.L.,Luxembourg,Financials - Real estate,0.866069513,B,6,98.85034772,100.7757838,2.673673727,8.849267468,5.166642598,Medium Risk,8.74989495,3.772616537,59.06629281,101.3342515
EAST JAPAN RAILWAY COMPANY,Japan,Corporate - Consumer Discretionary,0.881769713,A,3,55.09465504,63.83715947,1.434536897,5.770204017,7.360173684,High Risk,7.666226652,3.60814818,73.78984075,96.16852666
EAST RENEWABLE AB,Sweden,Corporate - Utilities,4.939878103,A,3,50.41599711,148.2739541,2.848770843,2.211476101,5.568444131,Medium Risk,3.621787576,0.704425603,82.67825763,102.3429656
EASTMAN CHEMICAL CO,United States,Corporate - Materials,2.184218581,AA,2,71.67913963,74.99728909,1.827964545,2.691197526,9.290208857,High Risk,7.341245437,4.385136356,57.29345635,95.37406157
EASTNINE AB,Sweden,Financials - Real estate,2.167889662,AAA,1,54.63127415,57.33640675,1.955800227,8.031330889,3.779683556,Medium Risk,1.040759564,0.90486532,59.26116654,98.39038862
ECO MATERIAL TECHNOLOGIES INC,United States,Corporate - Materials,4.157598053,BB,5,87.41921748,116.3146249,2.83372822,0.441455621,4.636758058,Medium Risk,7.893334823,3.986295128,60.22231835,98.18157173
EDP - ENERGIAS DE PORTUGAL SA,Portugal,Corporate - Utilities,4.762618598,AAA,1,95.72743319,109.536637,1.647089993,9.92092187,0.885223152,Low Risk,5.323306026,2.284901798,61.93504023,107.9431939
EDP FINANCE B.V.,Netherlands,Corporate - Utilities,4.937004787,BBB,4,71.70104864,91.5145654,1.829382036,1.303516797,6.089991111,Medium Risk,2.922901727,1.641361468,61.32769243,96.3264803
EDRA SOLAR SDN BHD,Malaysia,Corporate - Utilities,3.890201834,BBB,4,62.93558211,92.21922339,1.628571406,7.960685254,2.882119684,Low Risk,6.557773018,0.791196313,69.75745542,101.9368667
EEW ENERGY FROM WASTE GMBH,Germany,Corporate - Utilities,2.193168135,B,6,71.72016595,128.5063921,1.602021546,3.947753168,1.603090395,Low Risk,6.416199987,0.838071281,82.68948254,102.4917049
EGYPT (THE ARAB REPUBLIC OF),Egypt,SSA - Sovereigns,0.875753225,AA,2,86.17239089,69.57126401,2.077839731,4.922161833,5.445312929,Medium Risk,2.094862227,3.309452774,71.90158916,97.65068212
EIDSIVA ENERGI AS,Norway,Corporate - Utilities,3.997161122,AA,2,50.45270808,132.0253319,2.926398334,8.806505775,5.323102634,Medium Risk,0.303974148,2.75215194,88.79869544,104.5503836
EIENDOMSKREDITT AS,Norway,Financials - Consumer Finance,3.012819124,AA,2,79.47269947,114.8747114,1.585304936,4.129111896,0.758716412,Low Risk,4.336225869,0.610427108,85.9634253,104.3636018
EIKA BOLIGKREDITT AS,Norway,Financials - Consumer Finance,2.408999042,B,6,80.66458424,91.89697738,2.072764162,5.374937537,6.982154535,Medium Risk,5.695118693,0.563489302,56.3263457,97.78804691
ELECTRIC POWER DEVELOPMENT CO LIMITED,Japan,Corporate - Utilities,4.578594733,BBB,4,81.88441234,95.80286166,2.512181976,0.492996624,6.237721907,Medium Risk,8.766052784,0.361552874,52.44208117,97.20378411
ELECTRICITE DE FRANCE (E.D.F.) S.A.,France,Corporate - Utilities,1.00038867,AAA,1,62.101104,75.66472072,1.308318339,0.023474739,1.890172827,Low Risk,9.282167956,3.718836737,93.8970782,97.84964978
ELIA TRANSMISSION BELGIUM SA/NV,Belgium,Corporate - Utilities,2.716812969,B,6,85.70263617,125.2114333,1.332568415,2.44799873,4.694348622,Medium Risk,5.288052182,3.559410426,53.99155333,99.4872886
ELLEVIO AB,Sweden,Corporate - Utilities,0.551091401,B,6,54.56957432,101.2874742,3.300239381,6.805830929,7.203229165,High Risk,7.538034838,0.292154954,57.41695904,97.79441176
ENBW ENERGIE BADEN-WÃœRTTEMBERG AG,Germany,Corporate - Utilities,2.608972889,AAA,1,59.96351682,82.08545427,2.67060372,1.212648934,5.294357405,Medium Risk,4.393032723,2.801350378,51.10666378,95.83728393
ENBW INTERNATIONAL FINANCE B.V.,Netherlands,Corporate - Utilities,0.753364741,AA,2,93.87350233,109.6050116,2.231560029,1.137619588,3.954890762,Medium Risk,7.460821566,0.423380776,81.41681826,101.5059849
ENCAVIS AG,Germany,Corporate - Utilities,1.034680623,BB,5,86.93615754,149.5734452,2.443160163,4.10960608,3.223384581,Medium Risk,2.048015249,4.518728853,79.11852816,103.0907409
ENEL FINANCE INTERNATIONAL N.V.,Netherlands,Corporate - Utilities,1.02886811,AAA,1,50.6872777,93.52622797,0.587898329,6.478370386,6.103938666,Medium Risk,3.710647348,4.535587096,99.34518332,101.0405336
ENEL GREEN POWER DAMASCENA EOLICA SA,Brazil,Corporate - Energy,3.42144636,BBB,4,62.41881302,142.0691401,2.354308897,7.120719922,9.391086983,High Risk,6.342279988,3.491164949,94.34661982,103.6186599
ENEL GREEN POWER MANICOBA EOLICA SA,Brazil,Corporate - Energy,3.857201957,A,3,60.72032415,84.50168399,2.02852662,1.784506741,6.717448405,Medium Risk,0.181579656,4.630944607,70.54215887,94.78415822
ENEOS HOLDINGS INC,Japan,Corporate - Energy,3.125159443,A,3,63.5403164,55.47327069,2.137249039,0.795881474,0.747459036,Low Risk,7.224613103,4.057265152,68.57929205,94.47008629
ENERCARE CONNECTIONS INC,Canada,Corporate - Consumer Discretionary,4.829776468,B,6,62.37798851,70.42421064,1.57827148,9.403970339,4.606849735,Medium Risk,8.355355013,4.14269288,64.84260171,98.55045658
ENERGY ABSOLUTE PCL,Thailand,Corporate - Utilities,2.186917608,A,3,53.12631479,91.86951433,0.744421693,2.606663826,8.908241315,High Risk,3.991416611,2.848539253,57.620346,95.89019979
ENERJISA ENERJI AS,Turkey,Corporate - Utilities,1.785704388,BB,5,72.94702583,71.96349286,1.080017701,8.533464976,0.944624258,Low Risk,4.479424172,1.530295991,56.90418283,99.92809123
ENEXIS HOLDING NV,Netherlands,Corporate - Utilities,4.408696077,AA,2,86.63667374,50.02270382,3.35223414,8.634914505,9.888757121,High Risk,8.512822122,1.088995576,56.6141854,97.80159288
ENGIE,France,Corporate - Utilities,1.506181273,BBB,4,80.33658624,141.5001538,1.726098687,7.725225918,9.490693936,High Risk,7.756546353,1.63600011,55.70573786,104.2052791
ENGIE BRASIL ENERGIA SA,Brazil,Corporate - Utilities,4.834501427,BB,5,83.64358343,134.3879411,1.900049467,1.688336067,0.782744807,Low Risk,2.88149489,3.14247715,62.02560212,101.599125
ENN ENERGY HOLDINGS LTD,Cayman Islands,Corporate - Utilities,0.554695136,BBB,4,54.05745893,124.2292231,0.65812937,8.218014593,9.334133204,High Risk,3.239761066,0.863282679,65.33343152,101.9255954
ENTERGY LOUISIANA LLC,United States,Corporate - Utilities,4.86445472,BBB,4,97.57453551,66.78145956,0.612698689,7.692505592,3.631325903,Medium Risk,6.788782324,1.293201183,98.07894855,102.1898675
ENTRA ASA,Norway,Financials - Real estate,0.694219604,AA,2,91.92459169,62.03635762,2.651544341,5.967229901,8.447091671,High Risk,5.631980924,2.340304314,78.92366255,97.64628674
EPIROC AB,Sweden,Corporate - Industrials,4.510144012,B,6,90.25451592,56.76047495,2.114283992,3.372020352,4.183833377,Medium Risk,1.622295711,1.165250493,99.37978873,95.50778547
EQUATORIAL ENERGIA SA,Brazil,Corporate - Utilities,2.874654991,A,3,91.14919025,122.4029189,2.026117953,2.625086043,4.408551127,Medium Risk,3.099299092,2.943218349,68.62334739,101.459021
EQUINIX INC.,United States,Financials - Real estate,4.968341583,AA,2,96.63552541,142.8807961,1.229373591,1.218892121,6.34243091,Medium Risk,8.999832769,4.615880142,72.88133163,104.0315832
ERG S.P.A.,Italy,Corporate - Utilities,0.832084541,BB,5,77.21269831,93.05358209,2.734252195,5.097570669,7.744774193,High Risk,6.881744367,3.740446829,66.22893296,97.11407982
ERP OPERATING LP,United States,Financials - Real estate,2.99234428,B,6,60.01410089,61.9140672,1.004709737,5.852608755,0.337891509,Low Risk,9.859743177,3.332133071,59.14438254,97.04657342
ERSTE GROUP BANK AG,Austria,Financials - Banking,4.86186141,BB,5,80.83918039,101.2392821,1.069804231,3.593389905,5.931559955,Medium Risk,7.6701253,2.91360738,57.15823539,99.07065929
ERSTE JELZALOGBANK ZRT,Hungary,Financials - Banking,2.853940299,B,6,87.14407468,84.88319075,1.882136514,4.753590677,1.867329941,Low Risk,9.419744321,2.439739546,97.25395989,100.1192294
ESB FINANCE DAC,Ireland,Corporate - Utilities,3.332293872,BB,5,86.89586967,87.48249243,1.358839586,3.635144574,3.459495179,Medium Risk,2.161885739,0.932819298,99.34053409,99.43004699
ETABLISSEMENTS FRANZ COLRUYT NV,Belgium,Corporate - Consumer Staples,3.6308691,AA,2,76.07245121,112.1330624,1.242388944,6.410060573,3.479686662,Medium Risk,7.714848748,4.473552277,52.24547483,103.3221036
ETHIAS SA,Belgium,Financials - Insurance,2.545434791,B,6,53.42293597,121.8718113,2.435712934,9.012592078,4.690603402,Medium Risk,0.202175201,1.24268001,57.51729374,101.0646446
EUROFIMA,Supranationals,SSA - Supranationals,3.32401136,B,6,68.55564692,61.06035989,2.452915236,1.63920262,3.341364119,Medium Risk,6.707600217,0.456544388,71.17620462,93.87350551
EUROGRID GMBH,Germany,Corporate - Utilities,3.129414404,BBB,4,96.03833042,53.55902308,2.973551209,3.814088099,1.073611185,Low Risk,4.692822781,3.750075896,59.31667382,95.92645632
EUROPEAN BANK FOR RECONSTRUCTION AND DEVELOPMENT (E.B.R.D.),Supranationals,SSA - Supranationals,4.555211047,BBB,4,79.22244549,149.4330303,1.753125701,1.40868604,1.456287385,Low Risk,3.467600719,0.878077672,68.19401968,103.8447355
EUROPEAN ENERGY A/S,Denmark,Corporate - Energy,0.704508712,AAA,1,76.91659716,73.27283489,0.719255273,6.249437704,0.334379856,Low Risk,8.624043523,1.859479998,56.45481749,101.9846418
EUROPEAN INVESTMENT BANK,Supranationals,SSA - Supranationals,1.764334353,BB,5,63.44267572,55.38305249,1.320999155,7.288705095,4.702490853,Medium Risk,8.542676927,0.141424641,72.82558784,97.42074463
EUROPEAN UNION,Supranationals,SSA - Supranationals,4.776851678,BBB,4,68.422446,68.98753291,3.44001639,9.319127326,9.544476949,High Risk,0.223017049,0.685339713,63.58473081,97.0744612
EUSOLAG EUROPEAN SOLAR AG,Germany,Corporate - Energy,4.506187028,AAA,1,94.76730446,53.89578463,2.288775726,2.788719263,1.156752236,Low Risk,6.095051224,0.866018154,67.59525279,98.74971556
EVERCORE CASA DE BOLSA SA DE CV / GOBIERNO DEL DISTRITO FEDERAL,Mexico,Financials - Financial services,2.550455388,BBB,4,83.32315238,89.18108946,2.629211254,9.502112059,9.46264493,High Risk,3.678322243,0.272050639,54.71563257,100.105674
EVN AG,Austria,Corporate - Utilities,3.29059669,BB,5,89.36935134,130.2401784,0.522073489,0.632626718,7.333615147,High Risk,4.156610015,3.283284783,71.40640254,99.6954917
EVONIK INDUSTRIES AG,Germany,Corporate - Materials,1.748215323,B,6,72.71727115,84.12444498,2.054617197,6.030138634,6.374988029,Medium Risk,8.320407392,4.185038979,99.16288055,98.02702406
EWE AKTIENGESELLSCHAFT,Germany,Corporate - Utilities,1.346545219,A,3,81.51236097,94.41834069,0.612585973,0.571327193,6.452777553,Medium Risk,3.098397715,1.866577032,66.44165234,97.22373552
EXCELLENCE COMMERCIAL MANAGEMENT LTD,Cayman Islands,Financials - Real estate,2.586642822,BB,5,62.41918044,117.5586774,2.207690636,8.937741878,8.267276484,High Risk,9.430488106,4.372882384,93.82146374,102.40607
EXEO GROUP INC,Japan,Corporate - Industrials,2.090085026,AA,2,85.27304151,100.889407,3.262312549,5.298090571,1.069198644,Low Risk,1.796338264,1.066732873,92.15995708,102.7624648
EXPORT IMPORT BANK OF THAILAND,Thailand,SSA - Quasi-sovereigns,3.126452503,BBB,4,71.38006669,136.1445686,3.405257392,6.693483508,5.047543236,Medium Risk,6.627224234,1.626952118,97.60292091,104.6148355
EXPORT-IMPORT BANK OF KOREA,Korea,SSA - Quasi-sovereigns,0.849805866,BBB,4,72.12727574,136.6035675,2.121658026,8.315739259,6.970911383,Medium Risk,6.72105067,0.753684965,89.50547561,105.3090636
FABEGE AB,Sweden,Financials - Real estate,4.884776634,B,6,82.46611623,50.99106955,1.874614416,1.503106225,5.868204451,Medium Risk,2.521951614,3.102795977,82.97984135,92.32545469
FALCK RENEWABLES SPA,Italy,Corporate - Utilities,4.93794835,AA,2,96.81403107,127.8046306,3.335051283,0.385915619,8.32779071,High Risk,3.24750609,2.099347954,92.82922221,100.9477414
FAMILY FOREST IMPACT FOUNDATION LLC,United States,Corporate - Consumer Discretionary,3.641727713,B,6,53.20031733,96.07336002,2.520829496,8.788811459,0.72271709,Low Risk,8.347984926,3.066416734,53.78223403,100.5828996
FAMUR SA,Poland,Corporate - Industrials,2.912433649,AA,2,91.23716187,148.8840541,0.694697839,3.149332275,6.907010395,Medium Risk,7.61805255,3.808374527,73.14153286,105.2551379
FANA SPAREBANK BOLIGKREDITT AS,Norway,Financials - Banking,1.892874273,A,3,64.61915552,98.32320759,1.897176733,1.289789079,5.340277304,Medium Risk,3.290958803,2.72851508,99.46281193,97.90229969
Fannie Mae (Multi-family green bonds),United States,Financials - Specialty finance,4.162077589,BBB,4,72.19597273,148.6895945,1.220735055,4.684612371,3.79160864,Medium Risk,5.339565469,3.138151775,88.48000756,105.266637
Fannie Mae (Single-family green bonds),United States,Financials - Specialty finance,3.581290276,BBB,4,51.09566644,125.4569361,1.909412964,5.983060757,3.402749822,Medium Risk,0.616802963,4.676251572,98.1037689,101.90655
FAR EASTERN NEW CENTURY CORP,Taiwan,Corporate - Consumer Discretionary,1.231776227,A,3,65.05230389,74.86048846,1.866396716,0.309706034,6.208326328,Medium Risk,2.087458824,1.495321548,88.98171781,94.64882081
FASTIGHETS AB BALDER,Sweden,Financials - Real estate,4.59917233,AAA,1,75.13156213,103.8394979,2.246434408,2.748956583,8.909953746,High Risk,4.858205589,1.795819693,93.74409837,100.4348011
FASTIGHETS AB STENVALVET,Sweden,Financials - Real estate,4.201417593,B,6,52.80880387,149.2135639,1.570311471,0.327998743,4.961759261,Medium Risk,0.859737353,3.588516809,85.32648162,99.19700831
FASTIGHETSBOLAGET EMILSHUS AB,El Salvador,Financials - Real estate,4.77409961,A,3,74.55478647,135.7530608,0.992811348,4.203353892,8.247231641,High Risk,8.433323549,3.056527585,88.02510022,103.834862
FASTPARTNER AB,Sweden,Financials - Real estate,3.765737788,B,6,96.35553144,59.73668938,2.011158304,8.951000291,4.021563818,Medium Risk,7.180062101,0.892664523,76.15890049,99.61955342
FAURECIA SE,France,Corporate - Consumer Discretionary,3.260368382,BB,5,55.26966091,120.6371997,2.990608653,9.826524115,1.023944628,Low Risk,9.436336706,1.88073655,96.21188504,105.5144106
FCC SERVICIOS MEDIO AMBIENTE HOLDING SAU,Spain,Corporate - Industrials,2.382093663,BBB,4,88.2220364,84.55795859,2.492036684,6.370475535,0.615057365,Low Risk,6.93466906,2.339190066,91.25194553,101.8253323
FEDERAL HOME LOAN MORTGAGE CORPORATION,United States,Financials - Specialty finance,4.697278175,B,6,70.48355267,50.69822619,1.515103598,1.616376938,0.513343713,Low Risk,9.404013723,2.09694919,92.19424828,95.14283244
FEDERAL STATE OF HESSEN,Germany,SSA - Quasi-sovereigns,4.397287503,AA,2,82.75868573,90.3480969,3.306569068,9.0584939,3.80150142,Medium Risk,5.545125557,0.891374042,83.65045505,103.8217335
FERDE AS,Norway,SSA - Quasi-sovereigns,0.703484015,B,6,63.0118299,73.47544217,3.236622714,5.162478232,3.372377508,Medium Risk,6.002186111,4.622150459,65.22899735,94.82467983
FERROVIE DELLO STATO ITALIANE SPA,Italy,Corporate - Consumer Discretionary,0.618651385,BB,5,57.97461313,131.8869271,1.128045198,1.537493121,7.179370236,High Risk,9.769710546,3.811593808,51.78148977,98.46224929
FIBRA PROLOGIS,Mexico,Financials - Real estate,2.194085151,BBB,4,58.02313071,83.73306088,0.618252755,9.217266695,7.428215016,High Risk,6.421291469,2.406779161,96.78275647,100.9361615
FIBRIA OVERSEAS FINANCE LTD,Cayman Islands,Corporate - Materials,4.147489989,A,3,53.52459728,132.7523694,2.723926125,7.574690507,0.508539688,Low Risk,0.307865689,3.400305142,79.30601744,104.5330883
FICOLO OY,Finland,Corporate - Technology,4.942742582,BB,5,59.28233525,50.05979388,2.982830784,7.317052727,2.211232629,Low Risk,7.238027766,4.486413361,64.90714856,95.75710928
FIFTH THIRD BANCORP,United States,Financials - Real estate,1.17687601,BBB,4,83.21096925,80.781915,3.403593698,7.091807038,2.742618502,Low Risk,9.054686921,0.680870712,57.45675539,100.1509852
FINANCIERE APSYS,France,Financials - Real estate,3.173588219,B,6,94.08453059,74.11652143,3.169509182,2.003398211,5.476119841,Medium Risk,7.955802498,1.251865254,91.47615828,96.0549182
FINGRID OYJ,Finland,Corporate - Utilities,2.214008855,AAA,1,90.70628428,73.35673611,2.301604305,2.110066917,1.445152239,Low Risk,5.838332726,2.713506236,91.82600972,99.72875525
FINSBURY SQUARE 2021-1 PLC,United Kingdom,Financials - Specialty finance,4.86461479,AAA,1,84.25671549,56.81866198,2.090157018,6.882929984,1.339412194,Low Risk,6.713035131,3.995051857,90.72539841,101.1412941
FINTOIL HAMINA OY,Finland,Corporate - Energy,4.289535154,AA,2,55.52159317,68.71242704,0.583523154,2.197227501,9.437888892,High Risk,9.901917893,0.181274477,82.2541346,96.77054972
FIRST ABU DHABI BANK PJSC,United Arab Emirates,Financials - Banking,4.272479171,BBB,4,64.45937231,105.554957,1.239969341,4.386716968,8.042029073,High Risk,0.906620885,4.920090751,68.30076938,97.82713228
FIRST NATIONAL BANK OF NAMIBIA LTD,Namibia,Financials - Banking,2.609119219,AAA,1,65.49034377,79.13610728,1.878844255,7.820018256,1.806549021,Low Risk,6.672448286,2.274533014,65.20351424,102.1341502
FISKER INC,United States,Corporate - Consumer Discretionary,2.366687761,A,3,62.49784732,91.73947823,2.3855117,7.839525181,4.065678079,Medium Risk,2.833976946,1.796155703,50.42773851,100.0811386
FJELLINJEN A/S,Norway,Corporate - Industrials,1.730331824,BBB,4,75.75028299,87.68668803,2.1717555,4.532617725,3.556219993,Medium Risk,6.400903966,1.463622189,91.68037793,99.73153473
FLEXENTIAL ISSUER LLC,United States,Corporate - Technology,0.753689735,A,3,76.77769074,137.5904925,2.727907969,7.921899383,7.910040741,High Risk,6.076235759,0.871783538,54.37163487,104.2131831
FLUVIUS SYSTEM OPERATOR CVBA,Belgium,Corporate - Utilities,4.391250693,A,3,67.84429876,140.5298999,1.339300793,8.386217962,5.102129165,Medium Risk,1.534568321,3.957869545,81.5377499,105.7739711
FMG RESOURCES AUGUST 2006 PTY LTD,Australia,Corporate - Materials,4.158054541,AAA,1,67.68945794,99.29569717,2.194857823,6.547757513,1.27849737,Low Risk,2.067466457,4.777070824,75.20374734,102.5449227
FONCIERE INEA,France,Financials - Real estate,4.99872953,BBB,4,91.4277799,83.01559503,0.76442673,2.284258523,7.389920632,High Risk,6.21629578,2.068223774,76.33446795,97.99262001
FONDO ESPECIAL PARA FINANCIAMIENTOS AGROPECUARIOS,Mexico,Corporate - Consumer Discretionary,4.984865767,B,6,89.46464242,60.6800704,1.740996571,2.740117804,3.968879782,Medium Risk,1.282299473,4.762103474,96.33564227,94.73720487
FORD MOTOR COMPANY,United States,Corporate - Consumer Discretionary,2.999442675,BB,5,65.38979158,145.3402879,2.750482499,3.148411554,2.629242476,Low Risk,2.651808751,4.118988077,51.58075056,100.8387227
FOREST FINANCE GMBH,United States,Financials - Financial services,3.960443368,AAA,1,95.68942219,56.02269449,2.58020256,1.168041077,3.75498622,Medium Risk,8.352455477,2.405255637,88.66961123,97.60916565
FORTISBC ENERGY INC,Canada,Corporate - Utilities,4.751445784,AAA,1,97.64075085,79.76502776,3.471928212,2.731596204,4.977565636,Medium Risk,3.27091506,3.370130896,52.60261992,98.05058201
FRANSHION BRILLIANT LTD,Virgin Islands,Financials - Real estate,4.323413258,B,6,66.3371271,79.80662012,1.333673378,2.095192243,3.431155164,Medium Risk,4.880601563,2.174920896,51.9076803,95.10737507
FRASERS PROPERTY TREASURY PTE LTD,Singapore,Financials - Real estate,1.613066458,BBB,4,67.72124744,82.04012861,1.994567898,4.553287498,2.419057726,Low Risk,9.411403351,2.793617041,71.49088491,98.79621486
